date,campaign_id,creative_id,impressions,clicks,conversions,spend,revenue,currency
2026-09-02,C004,K009,11467,152,3,76.32,153.09,USD
2026-06-12,C012,K027,813,33,1,3845.76,5982.91,USD
2026-07-07,C011,K025,2555,16,0,70.94,0.0,USD
2026-08-12,C007,K017,5554,32,1,137.06,37.04,USD
2026-06-18,C011,K026,2285,14,0,57.84,0.0,USD
2026-07-17,C012,K028,857,47,2,4447.7,,INR
2026-06-10,C001,K001,982,53,3,4811.34,10798.11,INR
2026-07-29,C001,K001,1189,53,2,4882.26,10156.2,INR
2026-07-25,C006,K016,55912,305,0,82.25,0.0,USD
2026-06-19,C012,K028,732,33,2,3738.87,3821.87,INR
2026-07-05,C001,K001,1171,49,3,5315.48,18236.86,INR
2026-06-18,C001,K001,1375,55,4,4831.93,12911.29,INR
2026-08-04,C004,K010,19652,283,8,139.83,252.52,USD
2026-07-03,C006,K016,45017,280,0,82.02,0.0,USD
2026-06-22,C011,K026,2767,16,0,65.2,0.0,USD
2026-07-23,C004,K011,14810,195,4,118.93,224.38,USD
2026-08-29,C014,K032,4897,69,2,3656.61,5009.3,INR
2026-08-14,C002,K004,1507,77,3,101.42,397.7,USD
2026-08-21,C014,K031,6446,72,1,3613.52,7134.57,INR
2026-06-24,C002,K004,1831,90,6,96.01,327.99,USD
2026-07-29,C006,K015,27225,158,0,55.18,0.0,USD
2026-07-05,C008,K020,24136,173,1,3769.78,1493.75,INR
2026-08-20,C001,K003,1399,66,4,5729.05,17178.7,INR
2026-07-31,C013,K029,49772,282,3,93.1,80.84,USD
2026-06-21,C009,K022,7724,86,2,4648.17,7325.64,INR
2026-08-14,C008,K019,21670,138,0,3432.01,0.0,INR
2026-07-18,C007,K018,1716,10,0,48.43,0.0,USD
2026-08-13,C013,K030,57128,295,3,92.86,103.43,USD
2026-08-10,C011,K026,1808,11,0,59.01,0.0,USD
2026-07-02,C008,K019,17822,127,0,2944.98,0.0,INR
2026-06-17,C011,K026,2044,15,0,64.26,0.0,USD
2026-07-07,C003,K007,11452,144,4,6652.38,18675.54,INR
2026-08-30,C002,K006,2872,130,5,172.22,489.2,USD
2026-06-30,C009,K021,7690,80,1,3483.05,5060.14,INR
2026-07-10,C004,K011,13790,158,3,98.88,185.96,USD
2026-08-25,C004,K010,21559,290,7,139.94,155.48,USD
2026-07-31,C004,K009,13181,137,4,70.3,100.5,USD
2026-07-04,C014,K031,5534,70,1,3429.28,8350.53,INR
2026-06-29,C014,K031,3981,55,2,2765.16,4707.96,INR
2026-08-01,C002,K004,1221,65,2,90.43,219.16,USD
2026-08-30,C011,K026,1197,7,0,33.64,0.0,USD
2026-07-08,C014,K031,4475,61,1,3121.82,6485.78,INR
2026-07-18,C013,K029,54685,269,2,93.18,91.79,USD
2026-07-09,C001,K001,910,48,2,4300.78,15053.63,INR
2026-07-26,C004,K009,18104,209,3,100.68,189.22,USD
2026-08-24,C004,K010,21415,279,8,135.94,266.43,USD
2026-07-17,C001,K003,1043,51,3,4686.07,15465.57,INR
2026-08-28,C011,K026,3075,16,0,70.19,0.0,USD
2026-08-23,C013,K029,52084,332,3,89.54,136.18,USD
2026-07-05,C012,K028,622,34,2,3773.83,4100.72,INR
2026-07-22,C004,K010,18016,220,4,140.6,145.18,USD
2026-08-09,C004,K009,13780,185,5,105.29,104.02,USD
2026-08-23,C008,K020,34186,164,1,4007.28,1112.85,INR
2026-06-21,C001,K003,1246,56,3,5202.74,21622.24,INR
2026-09-02,C007,K017,5418,34,1,170.67,82.02,USD
2026-07-28,C002,K006,1620,89,4,121.66,633.01,USD
2026-07-22,C012,K028,834,44,2,3895.06,4585.14,INR
2026-08-03,C012,K027,1098,40,2,4318.48,7555.22,INR
2026-08-12,C002,K005,3717,135,6,153.6,670.76,USD
2026-07-31,C009,K022,9926,110,3,4864.21,5943.41,INR
2026-06-20,C001,K001,1487,55,4,4683.51,9290.05,INR
2026-08-17,C008,K019,24124,140,0,4112.6,0.0,INR
2026-07-30,C012,K028,1120,57,2,4931.69,9582.88,INR
2026-07-31,C009,K021,6912,93,2,4610.85,5761.93,INR
2026-06-21,C014,K031,4915,71,2,3706.71,5113.66,INR
2026-07-27,C003,K008,9716,139,4,6040.97,16654.36,INR
2026-08-04,C001,K001,928,41,3,3809.99,16546.94,INR
2026-08-23,C014,K031,5252,63,1,3054.08,6967.8,INR
2026-07-21,C006,K016,51084,252,0,81.64,0.0,USD
2026-07-11,C006,K016,48252,344,0,89.52,0.0,USD
2026-06-28,C009,K022,9065,90,2,4510.45,10277.56,INR
2026-07-18,C002,K006,2434,109,7,128.59,503.73,USD
2026-08-07,C007,K017,4182,30,1,155.73,54.88,USD
2026-09-04,C010,K023,410,18,0,19.74,1.48,USD
2026-08-22,C008,K019,26354,188,1,4301.06,778.75,INR
2026-08-03,C002,K004,1423,63,4,88.65,373.26,USD
2026-06-18,C004,K009,13404,147,2,83.63,122.6,USD
2026-07-09,C008,K020,18795,117,0,3386.07,0.0,INR
2026-07-24,C011,K025,2297,14,0,68.82,0.0,USD
2026-07-02,C001,K003,1333,49,2,5464.58,12010.72,INR
2026-07-23,C003,K008,10027,111,2,4797.07,13076.08,INR
2026-09-04,C005,K013,11876,161,1,6996.38,1307.65,INR
2026-07-12,C009,K021,9700,96,2,4085.25,10839.44,INR
2026-07-18,C003,K007,11991,118,3,6217.51,17890.35,INR
2026-08-13,C014,K032,6083,83,2,3899.18,5362.98,INR
2026-07-06,C012,K027,834,40,2,3558.89,6692.34,INR
2026-07-24,C003,K008,8994,122,4,5280.75,17980.62,INR
2026-06-21,C013,K029,39869,260,3,79.16,109.05,USD
2026-07-08,C001,K001,1166,43,2,3782.67,10366.49,INR
2026-06-15,C004,K009,9445,124,3,76.97,144.23,USD
2026-07-28,C002,K005,2689,124,5,164.12,786.98,USD
2026-08-13,C008,K020,24807,145,0,4075.93,0.0,INR
2026-07-26,C002,K004,1816,69,5,85.2,460.41,USD
2026-07-27,C008,K019,17809,128,0,3390.1,0.0,INR
2026-07-03,C011,K025,2067,15,0,66.24,0.0,USD
2026-06-20,C099,K031,4957,71,2,2999.45,8856.77,INR
2026-07-06,C005,K013,11346,138,3,7461.86,10074.48,INR
2026-07-21,C001,K003,1038,57,3,6018.84,11916.23,INR
2026-08-11,C004,K010,21605,245,5,132.86,186.77,USD
2026-08-18,C002,K006,3032,117,6,163.06,831.15,USD
2026-07-12,C003,K008,10244,147,4,6331.65,18793.91,INR
2026-07-12,C006,K016,40447,250,0,-16.8425,0.0,USD
2026-07-02,C009,K022,11971,136,2,5658.01,9539.82,INR
2026-06-16,C002,K005,2550,107,6,119.82,637.7,USD
2026-09-01,C007,K018,4617,24,1,115.99,72.14,USD
2026-08-10,C014,K032,7250,97,2,4058.35,11586.33,INR
2026-08-16,C011,K026,1081,7,0,34.04,0.0,USD
2026-08-02,C001,K002,982,50,2,5137.18,21958.51,INR
2026-08-18,C003,K008,12850,141,4,6211.17,17538.44,INR
2026-07-28,C005,K014,12266,175,4,7819.22,9853.91,INR
2026-07-14,C014,K031,5270,73,2,3448.09,9764.38,INR
2026-06-10,C011,K025,2149,11,0,52.18,0.0,USD
2026-06-25,C003,K007,9311,128,4,5532.23,13512.06,INR
2026-09-04,C001,K001,1222,49,0,5241.79,2415.71,INR
2026-07-06,C007,K017,5024,36,1,149.49,89.84,USD
2026-08-08,C009,K021,8590,87,2,4483.24,10247.73,INR
2026-08-24,C006,K015,37257,193,0,59.84,0.0,USD
2026-07-14,C006,K015,22101,148,0,49.97,0.0,USD
2026-08-19,C011,K026,2559,12,0,52.84,0.0,USD
2026-07-13,C002,K005,3165,114,6,159.79,534.21,USD
2026-07-29,C014,K031,5598,67,1,3550.24,6158.58,INR
2026-07-28,C009,K022,9421,98,2,4465.38,10277.02,INR
2026-08-04,C012,K027,863,34,1,3569.51,5033.39,INR
2026-08-29,C011,K026,844,6,0,27.42,0.0,USD
2026-06-09,C009,K021,5902,84,2,4234.22,10050.44,INR
2026-07-30,C005,K014,11803,148,3,6372.07,7676.67,INR
2026-06-25,C002,K006,2361,88,5,-30.1675,285.82,USD
2026-08-22,C011,K026,1021,5,0,27.97,0.0,USD
2026-06-28,C012,K027,891,38,2,4365.84,4183.26,INR
2026-07-25,C014,K032,5046,69,1,3475.83,,INR
2026-06-21,C012,K028,1066,41,2,3893.25,,INR
2026-06-24,C003,K007,8651,126,2,5423.15,17921.42,INR
2026-07-09,C011,K025,3054,16,0,62.81,0.0,USD
2026-07-16,C007,K018,3636,21,1,106.29,52.16,USD
2026-06-15,C012,K028,849,31,2,3407.78,3935.19,INR
2026-07-08,C009,K022,7661,92,2,4210.48,5063.3,INR
2026-07-16,C006,K016,43012,283,0,77.15,0.0,USD
2026-07-11,C002,K006,1984,94,5,133.48,556.36,USD
2026-06-10,C004,K009,12150,160,3,88.95,91.99,USD
2026-08-17,C012,K028,1042,39,2,4481.25,8531.42,INR
2026-08-29,C006,K015,63583,306,0,81.4,0.0,USD
2026-08-19,C013,K029,50566,279,3,95.9,145.49,USD
2026-07-23,C014,K031,7160,75,1,3424.6,9990.54,INR
2026-06-13,C002,K005,2192,102,4,121.23,640.25,USD
2026-08-14,C004,K011,15858,222,4,113.75,118.11,USD
2026-08-31,C004,K011,14165,198,5,122.44,265.29,USD
2026-08-06,C005,K014,10123,138,4,7416.68,5471.71,INR
2026-07-28,C007,K018,4062,30,1,137.69,88.3,USD
2026-08-05,C001,K002,800,37,2,4179.5,18929.04,INR
2026-06-26,C003,K007,9948,111,3,4780.19,8388.41,INR
2026-08-13,C004,K009,8077,116,3,72.25,117.11,USD
2026-08-14,C003,K007,7546,104,3,5491.38,18800.94,INR
2026-08-05,C009,K021,5851,85,2,4149.38,8130.12,INR
2026-08-03,C002,K006,2446,106,7,143.92,434.29,USD
2026-08-27,C013,K030,72629,465,5,121.28,140.46,USD
2026-07-22,C007,K017,4795,27,1,122.33,63.3,USD
2026-07-14,C011,K026,2319,15,0,59.18,0.0,USD
2026-06-21,C004,K009,10114,124,2,72.55,101.43,USD
2026-06-23,C002,K005,1837,99,6,123.22,556.76,USD
2026-06-30,C004,K010,13181,180,5,101.27,191.97,USD
2026-07-24,C014,K031,5181,64,1,3269.29,7878.28,INR
2026-09-01,C010,K023,400,17,1,22.02,16.73,USD
2026-07-14,C006,K016,36121,221,0,74.64,0.0,USD
2026-07-23,C007,K018,3765,20,1,101.89,,USD
2026-07-13,C003,K008,8446,112,2,5444.18,10137.54,INR
2026-06-29,C001,K002,643,28,2,3314.99,10635.15,INR
2026-06-18,C008,K020,25060,134,0,3854.13,0.0,INR
2026-09-02,C003,K008,10789,124,2,5542.68,13510.14,INR
2026-08-31,C007,K018,4707,30,1,144.68,66.59,USD
2026-09-01,C012,K028,912,42,2,3791.74,3881.42,INR
2026-08-22,C001,K001,1345,58,2,5151.87,16461.89,INR
2026-08-21,C001,K003,1001,56,3,4761.65,10954.97,INR
2026-08-11,C012,K027,1141,43,3,3680.86,6706.94,INR
2026-09-04,C013,K029,41678,252,0,76.94,6.82,USD
2026-08-04,C005,K012,16560,175,5,8744.47,9274.16,INR
2026-08-09,C012,K028,1223,54,2,4833.29,7678.38,INR
2026-06-24,C008,K019,22126,157,1,3671.53,1090.43,INR
2026-07-11,C012,K028,769,43,3,5109.45,5509.52,INR
2026-07-17,C001,K001,1407,51,3,4743.62,14978.94,INR
2026-07-17,C004,K011,12132,161,5,103.58,161.95,USD
2026-08-16,C002,K006,3346,127,8,137.33,474.9,USD
2026-08-17,C011,K026,1873,14,0,66.75,0.31,USD
2026-08-10,C006,K016,49768,307,0,79.76,0.0,USD
2026-08-05,C011,K026,2606,17,0,65.91,0.0,USD
2026-08-25,C006,K016,44786,257,0,75.07,0.0,USD
2026-08-30,C013,K030,100583,503,4,133.3,194.01,USD
2026-08-15,C008,K019,20224,135,0,3989.08,0.0,INR
2026-08-31,C004,K009,15512,154,4,87.49,138.29,USD
2026-08-07,C001,K002,799,44,2,3917.86,12225.59,INR
2026-08-08,C014,K031,6242,67,1,3441.13,6969.58,INR
2026-07-08,C012,K028,579,32,1,3677.73,4413.39,INR
2026-08-07,C001,K003,1581,61,4,6225.48,15383.07,INR
2026-09-02,C013,K029,38158,269,3,92.71,92.1,USD
2026-07-21,C006,K015,22618,169,0,59.47,0.0,USD
2026-06-26,C004,K009,8954,108,2,66.23,87.19,USD
2026-07-21,C008,K020,32331,186,0,4035.63,0.0,INR
2026-08-19,C001,K002,904,38,3,4455.9,13783.21,INR
2026-08-13,C008,K019,28819,142,0,3087.64,0.0,INR
2026-08-05,C012,K027,841,46,3,4622.42,4703.76,INR
2026-07-31,C005,K013,15811,186,5,7854.53,5269.59,INR
2026-06-23,C012,K028,637,34,2,3866.8,5558.22,INR
2026-08-28,C004,K011,18068,189,3,112.1,218.8,USD
2026-08-07,C011,K025,2172,13,0,60.03,0.0,USD
2026-06-12,C012,K028,1231,48,2,4468.97,8599.24,USD
2026-07-10,C005,K013,13558,183,4,7976.99,12037.52,INR
2026-08-10,C007,K017,6169,30,1,158.2,46.95,USD
2026-07-18,C004,K011,26417,265,7,129.75,261.66,USD
2026-06-10,C008,K019,26377,148,1,3589.64,1311.56,INR
2026-08-26,C013,K029,44816,302,2,92.74,79.19,USD
2026-08-18,C013,K029,39866,277,2,92.71,68.01,USD
2026-07-09,C014,K032,5229,68,2,3185.42,4421.85,INR
2026-07-11,C001,K002,935,38,2,4028.73,11204.3,INR
2026-07-30,C007,K018,3560,23,1,113.66,60.19,USD
2026-07-15,C013,K029,43721,257,2,82.21,92.95,USD
2026-07-03,C001,K002,819,36,2,3796.83,12486.8,INR
2026-08-21,C005,K013,13367,162,4,8714.06,11431.13,INR
2026-08-26,C004,K011,19299,221,4,116.56,142.53,USD
2026-07-03,C002,K006,2288,97,4,123.91,408.49,USD
2026-07-05,C006,K015,34456,197,0,66.01,0.0,USD
2026-08-25,C005,K014,14377,149,4,7764.04,10766.2,INR
2026-08-12,C004,K009,13825,201,6,94.25,143.76,USD
2026-08-25,C007,K017,8409,44,1,173.17,76.81,USD
2026-07-16,C004,K011,18695,236,4,125.55,155.91,USD
2026-06-09,C007,K017,6759,36,1,149.64,65.01,USD
2026-08-08,C011,K025,938,6,0,28.59,0.0,USD
2026-08-30,C008,K020,34751,188,1,4818.83,1057.04,INR
2026-08-20,C012,K027,806,39,2,3776.98,6103.0,INR
2026-06-28,C014,K031,6992,82,2,3338.89,5599.97,INR
2026-07-17,C014,K031,4941,55,1,2651.0,5096.88,INR
2026-06-15,C009,K022,8680,108,2,4351.06,6343.66,INR
2026-06-12,C001,K002,687,34,2,3627.57,8063.91,INR
2026-06-26,C002,K005,1869,97,5,122.16,394.3,USD
2026-06-08,C008,K019,16207,112,0,2991.56,0.0,INR
2026-07-17,C005,K012,19609,226,6,9120.18,10680.72,INR
2026-06-08,C009,K021,7028,97,2,3804.47,7152.62,INR
2026-08-04,C007,K017,7117,35,1,164.91,93.42,USD
2026-06-25,C009,K022,8845,103,2,5147.93,6587.11,INR
2026-08-19,C005,K013,11492,163,3,8647.08,10975.6,INR
2026-06-18,C004,K010,21932,233,6,109.75,224.96,USD
2026-06-13,C001,K002,939,44,3,4917.77,10339.95,INR
2026-08-08,C009,K022,10939,143,4,6392.83,13108.04,INR
2026-06-26,C011,K026,2249,14,0,66.58,0.0,USD
2026-08-09,C002,K004,2399,86,5,102.97,302.99,USD
2026-06-26,C014,K031,5304,60,2,2982.54,8845.98,INR
2026-08-27,C002,K004,2034,74,3,103.22,547.16,USD
2026-07-29,C009,K022,10177,124,3,5599.77,11547.3,INR
2026-09-03,C014,K031,5023,64,1,3133.31,5592.64,INR
2026-06-08,C003,K007,9175,97,2,4706.26,12463.04,INR
2026-08-21,C011,K025,3488,18,0,70.41,0.0,USD
2026-06-26,C002,K004,1752,71,3,98.17,466.33,USD
2026-06-23,C001,K002,993,39,2,4343.4,17189.56,INR
2026-08-23,C003,K007,13568,149,3,7220.12,18204.87,INR
2026-07-06,C003,K008,8707,127,3,5683.16,11247.93,INR
2026-08-24,C006,K016,45619,254,0,81.2,0.0,USD
2026-08-02,C009,K021,6296,85,2,4193.79,8912.59,INR
2026-06-12,C001,K001,1070,45,2,4499.72,13483.92,INR
2026-07-06,C001,K002,605,34,2,3879.04,12293.85,INR
2026-08-21,C004,K011,19967,246,4,128.98,249.84,USD
2026-07-02,C009,K021,6059,81,1,3928.35,5641.0,INR
2026-07-03,C008,K019,14791,99,0,2928.95,0.0,INR
2026-06-22,C012,K027,1138,46,3,4067.93,4955.09,INR
2026-07-30,C007,K017,5511,35,1,165.93,68.75,USD
2026-08-12,C009,K021,6900,76,1,3659.15,6721.71,INR
2026-06-23,C009,K022,7630,109,2,4443.55,7138.75,INR
2026-08-17,C005,K014,15360,174,4,7320.34,6935.51,INR
2026-07-01,C004,K010,21631,240,5,129.7,283.6,USD
2026-08-12,C005,K013,14823,178,4,7783.46,8360.63,INR
2026-08-03,C014,K032,7798,84,2,3596.15,6021.27,INR
2026-08-10,C005,K014,16040,155,3,7030.62,11028.78,INR
2026-08-09,C003,K008,15767,163,4,6552.67,16181.38,INR
2026-07-25,C001,K002,1065,44,3,4817.73,11259.13,INR
07/08/2026,C005,K013,9620,126,3,6651.61,9169.2,INR
2026-08-25,C012,K027,943,40,2,3965.53,5826.67,INR
2026-08-16,C007,K018,2372,12,0,49.8,0.0,USD
2026-07-22,C001,K003,1301,55,3,5611.02,17932.59,INR
2026-07-30,C011,K026,2576,14,0,71.07,0.0,USD
2026-07-10,C011,K026,1627,12,0,52.75,0.28,USD
2026-06-14,C011,K026,1001,5,0,24.18,0.0,USD
2026-08-13,C009,K021,6382,80,2,3956.67,9917.55,INR
2026-06-11,C011,K025,2430,13,0,67.77,0.0,USD
2026-07-28,C008,K020,19420,117,0,3459.69,466.59,INR
2026-06-16,C009,K021,7537,94,2,4251.25,6785.3,INR
2026-08-28,C013,K030,53612,371,3,113.22,129.59,USD
2026-08-30,C006,K016,43198,301,0,85.07,0.0,USD
2026-07-23,C004,K009,9363,137,4,85.54,195.89,USD
2026-09-02,C013,K030,63968,322,3,109.53,115.82,USD
2026-08-21,C013,K029,46835,277,2,96.07,73.16,USD
2026-07-08,C013,K029,48634,285,2,79.3,104.24,USD
2026-08-27,C003,K007,8275,108,2,5522.37,18781.7,INR
2026-08-15,C004,K011,12545,176,4,109.4,138.26,USD
2026-07-10,C003,K007,6960,100,2,5159.16,14069.15,INR
2026-07-02,C006,K016,37956,220,0,74.17,0.0,USD
2026-08-25,C013,K030,65366,323,3,108.27,103.93,USD
2026-08-26,C001,K003,874,48,2,5413.45,23726.41,INR
2026-06-13,C009,K021,8540,84,1,4077.09,11132.41,INR
2026-07-10,C008,K019,16560,119,0,3174.0,0.0,INR
2026-08-07,C009,K022,9399,117,2,5892.08,14514.92,INR
2026-07-30,C004,K009,9547,139,3,72.0,144.79,USD
2026-07-26,C002,K006,2320,92,6,126.26,502.89,USD
2026-07-03,C009,K021,5999,80,2,3996.67,6557.88,INR
2026-08-02,C002,K004,1624,81,5,101.37,339.4,USD
2026-08-23,C002,K005,3241,132,6,138.27,667.88,USD
2026-09-02,C007,K018,5143,30,1,120.68,45.29,USD
2026-06-24,C004,K009,10675,121,2,75.58,172.46,USD
2026-07-22,C004,K011,16978,165,3,98.96,186.88,USD
2026-06-19,C003,K007,8274,120,3,6021.2,12593.7,INR
2026-06-25,C007,K017,4408,26,1,129.4,79.36,USD
2026-06-18,C003,K007,9268,138,3,6447.96,10533.03,INR
2026-07-16,C001,K002,635,35,2,3471.6,14178.1,INR
2026-08-14,C012,K027,1208,44,2,4880.05,6696.94,INR
2026-08-11,C004,K011,22710,272,5,131.34,222.89,USD
2026-06-13,C007,K018,2765,13,1,59.95,37.68,USD
2026-06-18,C001,K001,1375,55,4,4831.93,12911.29,INR
2026-07-15,C006,K015,30082,206,0,63.47,0.0,USD
2026-06-22,C001,K002,843,38,2,3851.21,17624.52,INR
2026-06-18,C003,K008,8102,107,3,4399.39,11915.94,INR
2026-07-16,C011,K026,1717,13,0,56.87,0.0,USD
2026-08-25,C010,K023,432,16,1,19.9,13.78,USD
2026-08-15,C014,K031,4965,72,2,3661.11,6359.43,INR
2026-08-04,C014,K032,6036,73,2,4002.41,5083.39,INR
2026-08-20,C005,K014,15857,167,4,7313.57,5447.92,INR
2026-08-27,C014,K032,8092,80,2,3278.81,9437.92,INR
2026-07-15,C001,K001,996,43,2,3667.69,15406.76,INR
2026-06-30,C009,K022,7859,107,2,5644.19,11230.92,INR
2026-06-14,C002,K006,2497,102,4,123.49,567.94,USD
2026-08-21,C003,K007,12001,168,4,6567.84,19116.9,INR
2026-07-18,C014,K031,9000,87,2,3409.64,5761.67,INR
2026-08-13,C004,K010,17486,211,5,127.87,276.24,USD
2026-07-13,C005,K014,20077,200,6,7928.08,9093.7,INR
2026-06-29,C008,K019,22120,134,0,2894.57,0.0,INR
2026-07-14,C002,K005,2188,101,4,129.13,653.63,USD
2026-07-26,C009,K021,5724,85,2,4468.46,11518.66,INR
2026-08-07,C004,K011,17715,252,6,122.15,,USD
2026-06-11,C012,K027,634,34,2,3846.68,7293.47,USD
2026-07-22,C012,K027,876,44,2,4662.12,6657.13,INR
2026-06-14,C001,K001,1159,54,3,4661.76,17093.3,INR
2026-08-24,C005,K014,13431,183,5,7534.32,11881.77,INR
2026-06-25,C013,K029,36513,224,2,74.92,107.26,USD
2026-08-27,C003,K008,7695,88,3,-1140.945,9314.91,INR
2026-06-16,C004,K010,18834,217,4,129.62,282.11,USD
2026-06-25,C002,K004,1168,60,4,83.94,197.88,USD
2026-07-10,C006,K016,42365,256,0,73.05,0.0,USD
2026-07-03,C001,K003,1585,65,3,5897.14,15807.42,INR
2026-07-03,C012,K027,671,36,2,3845.51,4079.55,INR
2026-08-04,C013,K030,42918,289,2,94.45,117.64,USD
2026-07-25,C012,K027,676,33,2,3835.39,6760.39,INR
2026-08-12,C002,K006,2391,114,6,131.62,644.17,USD
2026-07-26,C001,K003,1075,49,2,5786.48,21658.92,INR
2026-07-06,C013,K030,38034,246,3,83.27,81.33,USD
2026-07-31,C007,K017,5363,28,1,125.61,77.54,USD
2026-07-26,C006,K015,34314,219,0,57.34,0.0,USD
2026-08-02,C004,K009,16573,163,3,104.32,237.26,USD
2026-07-18,C006,K015,30867,176,0,57.34,0.0,USD
2026-07-06,C004,K010,13996,177,4,114.31,113.59,USD
2026-07-13,C004,K011,14793,216,5,103.98,133.63,USD
2026-07-27,C005,K013,10678,158,2,7511.86,,INR
2026-08-24,C001,K003,1318,52,3,5820.45,21059.77,INR
2026-08-15,C004,K009,9435,127,3,76.41,105.14,USD
2026-08-13,C006,K015,35813,215,0,71.02,0.0,USD
2026-08-25,C001,K001,1158,46,3,5237.11,18558.94,INR
2026-08-09,C003,K007,10037,136,3,7381.66,25492.4,INR
2026-08-06,C014,K031,7337,74,2,2973.38,6562.39,INR
2026-06-13,C002,K006,2403,124,8,151.9,756.17,USD
2026-07-04,C002,K004,1609,85,3,94.99,254.77,USD
2026-07-07,C005,K014,14119,147,3,6379.74,6364.17,INR
2026-07-12,C001,K002,1243,59,4,5073.24,14291.18,INR
2026-07-23,C013,K030,74468,394,4,115.29,148.27,USD
2026-08-03,C003,K008,10183,104,2,4706.45,9767.97,INR
2026-06-21,C011,K026,1559,9,0,33.08,0.0,USD
2026-08-02,C005,K014,16302,163,5,7450.22,10835.96,INR
2026-06-19,C009,K022,10084,135,3,5387.35,7725.98,INR
2026-07-24,C013,K029,38977,246,3,80.54,120.33,USD
2026-07-23,C009,K021,6012,75,2,3339.39,4176.53,INR
2026-07-06,C012,K028,1079,43,3,4652.93,6122.62,INR
2026-08-19,C003,K007,13787,139,2,6226.28,10464.64,INR
2026-06-13,C001,K001,1064,41,2,3884.03,14507.64,INR
2026-08-10,C013,K029,54243,312,3,90.13,89.1,USD
2026-07-18,C001,K003,1185,57,3,6045.24,23351.34,INR
2026-07-06,C004,K011,19553,236,4,123.44,224.68,USD
2026-08-23,C001,K003,1237,51,3,5351.82,24227.24,INR
2026-08-21,C007,K018,3740,27,1,141.5,84.03,USD
2026-08-08,C008,K019,16819,115,0,3205.5,0.0,INR
2026-07-07,C006,K015,42689,214,0,60.3,0.0,USD
2026-09-01,C005,K013,14544,170,3,8046.22,10633.08,INR
2026-08-07,C012,K027,922,49,3,4335.4,8306.67,INR
2026-07-05,C014,K032,5786,86,2,3799.83,4844.38,INR
2026-06-30,C001,K002,1018,48,3,4152.02,9907.8,INR
2026-07-03,C003,K008,8852,107,3,4933.57,15795.7,INR
2026-08-29,C012,K027,1059,46,2,4942.02,4666.53,INR
2026-07-30,C004,K010,19846,194,5,120.12,195.4,USD
2026-07-05,C012,K027,1214,48,3,4581.92,6723.31,INR
2026-09-01,C011,K025,2305,13,0,65.49,0.0,USD
2026-06-11,C012,K028,645,31,1,3347.54,3367.37,USD
2026-07-09,C003,K007,9359,118,3,5035.19,15971.22,INR
2026-08-15,C013,K029,45992,274,3,78.32,99.43,USD
2026-06-20,C008,K020,23271,174,0,4429.51,0.0,INR
2026-08-12,C007,K018,3442,23,1,108.2,39.01,USD
2026-07-24,C008,K019,19448,127,0,3432.77,0.0,INR
2026-07-14,C012,K028,773,40,2,4227.29,,INR
2026-08-01,C005,K012,17667,225,4,9969.07,7879.58,INR
2026-07-27,C009,K021,7651,97,3,4644.83,7761.81,INR
2026-08-09,C006,K016,62077,310,0,90.65,0.0,USD
2026-06-10,C001,K002,1158,42,2,4277.09,19692.35,INR
2026-09-03,C012,K028,1312,48,2,4411.97,7028.64,INR
2026-07-11,C012,K027,942,47,2,4485.81,5742.32,INR
2026-07-02,C012,K027,1244,48,2,4336.67,8285.23,INR
2026-07-05,C011,K026,1132,7,0,30.88,0.0,USD
2026-07-08,C008,K020,24964,149,1,4024.01,1315.39,INR
2026-08-11,C009,K022,7249,103,3,5015.85,13591.66,INR
2026-07-29,C007,K017,4329,29,1,127.16,46.7,USD
2026-08-09,C008,K019,19277,137,1,3808.06,1195.08,INR
2026-06-27,C001,K001,656,35,2,4112.8,15915.19,INR
2026-07-17,C013,K030,53737,300,3,99.23,91.54,USD
2026-09-04,C001,K003,1086,48,0,5437.32,1439.55,INR
2026-07-07,C001,K001,786,40,2,4231.48,11495.58,INR
2026-07-05,C007,K018,1473,10,0,54.63,0.0,USD
2026-06-30,C002,K005,3194,151,6,157.8,757.21,USD
2026-08-29,C005,K012,14031,184,3,9510.25,13185.4,INR
2026-08-08,C004,K011,16216,216,4,115.91,256.45,USD
2026-08-09,C007,K018,3249,17,1,64.81,32.11,USD
2026-08-26,C006,K015,31757,184,0,61.54,0.0,USD
2026-07-28,C009,K021,8747,99,3,3940.34,7171.76,INR
2026-06-27,C011,K026,861,6,0,29.34,0.0,USD
2026-06-29,C009,K022,9354,90,2,4252.69,9288.45,INR
2026-08-25,C008,K020,23141,163,0,4431.48,0.0,INR
2026-08-19,C005,K014,13126,162,4,6788.56,9512.18,INR
2026-08-12,C003,K008,8685,105,2,4860.84,9267.9,INR
2026-08-18,C002,K004,1359,59,2,80.91,308.03,USD
2026-07-08,C005,K012,12109,158,4,7936.83,7775.73,INR
2026-08-11,C005,K014,10585,153,4,7697.4,11672.73,INR
2026-07-03,C012,K028,725,39,2,3836.39,6109.37,INR
2026-06-13,C008,K019,16177,120,0,3452.89,0.0,INR
2026-07-11,C004,K009,11778,153,3,95.0,213.71,USD
2026-06-30,C008,K020,23740,149,0,4285.08,0.0,INR
2026-06-24,C001,K001,937,44,2,4789.64,12847.36,INR
2026-08-26,C004,K009,17724,181,5,89.12,199.84,USD
2026-07-07,C007,K017,5175,27,1,117.64,66.65,USD
2026-07-21,C014,K032,8126,92,2,3959.39,9802.02,INR
